ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
HE-SHRUGACT,Hanging Shrugs pasivo↔activo,Ejercicio,Hombros y escápulas,Iniciación activación escapular,Aprender a activar/desactivar escápulas colgado en barra (iniciación),Todos,General,Barra o multipresa (jugs),"Colgado con brazos rectos. Alternar: 3s en posición pasiva (hombros elevados hacia orejas, relajación total) y 3s en posición activa (retraer y bajar escápulas). Sensación de 'bajarse del hombro'. Sin doblar codos.",2-3,6-10 alternancias por serie,3s pasivo / 3s activo,No especificado en la fuente,60s entre series,Baja,3 veces/semana como aprendizaje escapular,Aumentar tiempo activo hasta 5-8s; pies asistidos hasta lograr colgar solo,Pies apoyados en silla; brazos parcialmente cargados,Doblar codos; no retraer verdaderamente escápulas,No forzar si hay dolor de hombro activo,Dolor en hombro,Bajo,"hombros, escápulas, iniciación, alternancia, aprendizaje",BMC TV,,,activo,Sí,Recomendada en historial de lesión de hombro,Es paso previo a HE-ACTHANG (solo activo) y HE-SCAP-PU. Enseña la sensación primero.
TC-HEELHOOK,Heel Hook (técnica gancho de talón),Ejercicio,Técnica,Gancho talón / redirección peso,Aplicar gancho de talón para redirigir peso y quitar carga de brazos,Todos,General / Boulder / Desplome,Muro con presas apropiadas,Colocar el talón sobre un canto o volumen. Contraer isquios y glúteo activamente para tirar hacia el cuerpo (no colgar pasivamente). El heel hook redistribuye el peso del brazo al hamstring. Rotar cadera hacia el lado del heel hook para maximizar transferencia.,N/A,Aplicar en 3-5 boulders por sesión,No especificado en la fuente,No especificado en la fuente,Descanso entre intentos,Media (control) / Alta (compromiso),1-2 veces/semana,Aplicar en heel hooks múltiples secuenciales; en desplome pronunciado,Heel hooks en agarres bajos verticales,"Colgar pasivamente sin contraer isquio; usar solo como apoyo, no como generador de tensión","No forzar en dolor de isquios, rodilla o cadera","Dolor en isquio, rodilla o cadera",Bajo/Medio,"técnica, heel hook, tensión, desplome, boulder",BMC TV,,,activo,Sí,Recomendada en lesión de rodilla o isquio,Complementa TC-TOEHOOK. Ambas técnicas de pie críticas en desplome. Base para no cargar brazos.
PO-SPEEDPU,Speed Pull-up (dominada rápida VBT),Ejercicio,Potencia y coordinación,Potencia tracción con velocidad,Entrenar potencia de tracción mediante ejecución rápida (Velocity Based Training),Intermedio a Avanzado,General,"Barra, opcional codificador lineal / app","Colgado de barra. Ejecutar dominada a MÁXIMA velocidad de subida (target: ~0.8 m/s). Bajar controlado. Si un codificador está disponible, medir velocidad y detener la serie cuando la velocidad cae 25-35% del inicio.",3-4,3-6 reps,Máxima velocidad subida / 1-2s bajada,No especificado en la fuente,3-5 min entre series,"Máxima velocidad, no máxima carga",1-2 veces/semana,Añadir lastre ligero conservando velocidad; usar codificador para autorregular,Sin criterio de velocidad; solo reps rápidas,Continuar la serie cuando la velocidad cae (perder foco de potencia); usar impulso de piernas,No practicar con fatiga; alto riesgo si se busca velocidad con dolor de codo,"Dolor en codo, hombro o pérdida de velocidad significativa",Medio,"potencia, velocidad, VBT, tracción, autorregulación",Magnus Midtbø,Yves Gravelle (VBT),,activo,Sí,Recomendada en historial de tendinopatía codo,Alternativa a PO-POWERPU con foco en autorregulación por velocidad. Requiere codificador o app.
TA-HYGIENE,Higiene y preparación de piel,Táctica,Piel,Preparación de piel para proyecto,Preparar la piel de los dedos para maximizar fricción y evitar desgarros,Todos,General / Boulder / Deportiva,"Lima fina + hidratante (Rhino Skin, tip juice)","Rutina: 1) 24 h antes de sesión importante: lijar suavemente callos irregulares (TA-SKIN). 2) 12 h antes: aplicar hidratante ligera (no antihidral excesivo). 3) Justo antes de escalar: limpiar las manos, sin hidratante residual. 4) Post-sesión: hidratar cortes menores.",N/A,Rutina por sesión,No especificado en la fuente,No especificado en la fuente,N/A,N/A,Rutina previa a proyectos y sesiones intensas,Personalizar según tipo de piel; ajustar en función de la roca (caliza vs granito),Solo lijar callos evidentes,Aplicar antihidral excesivo (piel quebradiza); hidratar justo antes de escalar (piel resbaladiza),Piel quebradiza indica exceso de antihidral; grietas requieren tratamiento,Piel visiblemente quebradiza o grietas activas,Bajo,"piel, preparación, táctica, proyecto, prevención flapper",Magnus Midtbø (Janja Garnbret),Hannah Morris Bouldering,,activo,Sí,No requerida,Táctica clave en proyectos de alto grado. Complementa TA-SKIN (sanding).
PO-DEADSTOP,Dead Stop (precisión dinámica),Ejercicio,Potencia y coordinación,Control fin de movimiento dinámico,Desarrollar control de aterrizaje en presa tras un movimiento dinámico,Avanzado,Boulder,Muro,"Generar momentum hacia una presa objetivo. Al llegar al momento de contactar la presa, detenerse INMEDIATAMENTE sin 'chocar' contra ella. La mano debe pararse justo en el borde del contacto sin rebotar ni deslizarse.",3-4 series,5-8 intentos por serie,No especificado en la fuente,No especificado en la fuente,3 min entre series,"Alta (foco: control, no fuerza)",1 vez/semana,"Aplicar con presas peores (slopers, pockets, slots)",Presas grandes; distancia corta del movimiento,Chocar contra la presa (indica velocidad excesiva); no llegar al momento de detención,No practicar con fatiga alta o dolor de hombro/codo,"Dolor en hombro, codo o dedos; movimiento descontrolado",Medio/Alto,"potencia, precisión, dinámico, control, boulder",Power Company Climbing,,,activo,Sí,Recomendada en historial de hombro/codo,"Complementa PO-CLAP (dinámico con palmada). Aquí el foco es la parada precisa, no la extensión."
MO-ONESIZE,One Size Fits All (rango útil con pies),Ejercicio,Movilidad,Rango cadera aplicado,Explorar el rango útil de cadera escalando con pies lejos y con pies encogidos,Todos,General / Boulder,Muro spray o board,"Elegir un boulder. Escalarlo dos veces: primero usando los pies lo más LEJOS posible de las manos (extendido, alcanzando), luego los pies lo más CERCA posible de las manos (encogido, compresión). Comparar sensaciones y notar posiciones útiles de cadera.",N/A,2 ascensiones por boulder; 3-5 boulders,No especificado en la fuente,No especificado en la fuente,Descanso completo entre ascensiones,Media,1 vez/semana,Aplicar en bloques más difíciles; usar presas peores,Solo una versión (encogida O extendida) hasta consolidar,No comparar realmente ambas versiones; hacerlo mecánicamente,No forzar rango en dolor articular,"Dolor en cadera, rodilla u hombro",Bajo/Medio,"movilidad, cadera, rango, drill, autoconciencia",Power Company Climbing,,,activo,Sí,Recomendada en dolor articular,Enseña la 'ventana útil' del rango de cadera. Complementa TC-SQVSHIP (cadera cuadrada vs girada).
TC-1FOOT,One Foot Drill (un solo pie),Ejercicio,Técnica,Momentum y equilibrio,"Desarrollar uso de momentum, banderas y equilibrio dinámico",Intermedio,Boulder,Muro de boulder,"Elegir un boulder. Escalarlo dos veces: primero usando SOLO el pie izquierdo (el derecho no puede tocar el muro), luego SOLO el pie derecho. El otro pie se usa como bandera o contrapeso. Fuerza a usar momentum y equilibrio.",N/A,2 ascensiones por boulder,No especificado en la fuente,No especificado en la fuente,Descanso completo entre ascensiones,Media/Alta,1 vez/semana,Aumentar grado del boulder; añadir combinaciones (cambio de pie dentro),Boulders más fáciles; muros más verticales,Colocar el otro pie 'un segundo' para descansar; abandonar el drill al primer error,Cuidar rodilla del pie de apoyo con carga desequilibrada,Dolor en rodilla o cadera,Bajo/Medio,"técnica, pies, momentum, bandera, drill",Power Company Climbing,,,activo,Sí,No requerida,Fuerza a usar momentum en vez de fuerza. Complementa TC-COUNTER (bandera) al ejercitarla activamente.
TA-10MIN,10 Minute Takedown (táctica proyecto),Protocolo,Tácticas,Presión de tiempo / lectura,Practicar lectura de vía y ejecución bajo presión de tiempo,Intermedio a Avanzado,Boulder / Deportiva,Muro con boulders > flash grade,"Elegir un boulder por encima del grado de flash. 10 min para descifrar beta (probar movimientos, no encadenar). Descanso 2 min. Primer intento serio. Descanso 2 min. Segundo intento. Solo 2 intentos totales.",1 boulder por sesión (o 2-3),N/A,10 min lectura + 2 min desc + intento + 2 min desc + intento,No especificado en la fuente,15 min entre boulders,Máxima,1 vez/semana,Aumentar dificultad del boulder; reducir tiempo a 8 min de lectura,Aumentar tiempo de lectura a 15 min; permitir 3 intentos,Encadenar durante la lectura; agotarse antes del primer intento serio,No forzar en fatiga alta previa; mantener seguridad,Dolor o fatiga técnica extrema,Medio,"táctica, redpoint, lectura, presión, competición",Power Company Climbing,,,activo,Sí,No requerida,Simula presión de competición. Complementa TA-002 (redpoint chunking) con foco en tiempo.
EV-5ATOM,Evaluación de los 5 Elementos Atómicos,Test,Evaluaciones,Diagnóstico técnico,Evaluar técnica de forma multidimensional identificando el eslabón débil,Todos,General / Boulder / Deportiva,Sin equipo (registro observacional),"Al escalar varios boulders/rutas por debajo del límite, puntuar frecuencia de éxito (0-10) en cada uno de los 5 elementos: 1) Tensión corporal, 2) Posición (cadera/pies), 3) Ritmo, 4) Esfuerzo (aplicación de fuerza), 5) Compromiso. Graficar en polar. El elemento con menor score es el foco de trabajo.",N/A,Evaluar 5-10 ascensiones,No especificado en la fuente,No especificado en la fuente,N/A,Baja (evaluación),Cada 4-8 semanas,Añadir un observador externo para calibrar sesgo; grabar en video,Puntuar solo 2-3 elementos hasta consolidar,Subjetividad extrema; usarlo como diagnóstico definitivo sin evidencia externa,N/A,N/A,Bajo,"evaluación, técnica, diagnóstico, autoconciencia, priorización",Power Company Climbing,,,activo,Sí,No requerida,Instrumento de diagnóstico técnico. Complementa EV-QUEST-W (subjetivo rendimiento) y ME-T003 (autoeval mental).
EV-CF,Critical Force Test (Fuerza Crítica),Test,Evaluaciones,Capacidad aeróbica de dedos,Medir la fuerza sostenible de los dedos (mejor predictor de fatiga que %MVC),Intermedio a Avanzado,General / Deportiva,Tindeq Progressor o dispositivo similar con biofeedback de fuerza,"Protocolo estandarizado: mantener contracción isométrica sub-máxima durante un periodo prolongado (típicamente 4-6 min). Medir la fuerza sostenida al final del test (CFmin, CF720). Requiere dispositivo con biofeedback (Tindeq).",1 test,1 rep sostenida,4-6 min hasta el plateau,240-360s,48 h antes sin ejercicio de dedos,Sub-máxima sostenida,Cada 8-12 semanas,Aumentar duración del test a 10 min con nuevos dispositivos,Test más corto (2-3 min) para principiantes,Interrumpir por falta de motivación (no da resultado real); no calibrar dispositivo,Requiere validación profesional para interpretación clínica; no usar en dolor activo de polea,Dolor de dedo o polea,Medio,"test, fuerza crítica, resistencia dedos, Tindeq, autorregulación",Compendio Maestro (CAMP4 / Dr. Tyler Nelson),,,activo,Sí,Recomendada en principiantes,Predice mejor que %MVC la capacidad de rendimiento en escalada de larga duración. Requiere Tindeq u otro biofeedback.
EV-DUPUY,Autoevaluación Contractura de Dupuytren,Test,Evaluaciones,Screening patología específica,Detectar tempranamente signos de contractura de Dupuytren (patología fascial palmar),Todos,General,Sin equipo (autoexamen),"Autoexamen: 1) Extender la mano abierta sobre superficie plana. 2) Palpar la palma buscando nódulos o cordones fibrosos (típicamente en el eminencia hipotenar). 3) Test de la mesa (Hueston): si no se puede aplanar la mano sobre la mesa, hay flexión de dedos anormal → derivar.",N/A,1 autoexamen,No especificado en la fuente,No especificado en la fuente,N/A,N/A,Cada 3-6 meses o al notar cambios,Añadir foto de referencia para comparar visualmente en el tiempo,Solo test visual sin palpación,Confundir callos normales de escalada con nódulos de Dupuytren,SIEMPRE requiere validación profesional al detectar nódulos o cordones,"Nódulos palpables, flexión anormal de dedos, dolor palmar",Bajo (test) / Requiere derivación si positivo,"screening, Dupuytren, patología, palmar, derivación",Compendio Maestro (Grassroots Physio),,,activo,Sí,OBLIGATORIA si test positivo,Patología poco frecuente pero grave en escaladores mayores. Derivación temprana clave.
PR-IPP,IPP Circuits (Injury Prevention Program 1-6),Protocolo,Prevención de lesiones,Prehab integral escalador,"Protocolo estructurado de prevención integrando manguito, escápula, dedos y core",Todos,General,Mancuernas ligeras + banda elástica + suelo,"6 circuitos secuenciales de prevención (uno por semana rotatorio o combinar 2 por sesión). Cada circuito integra: 1) Manguito rotador (HE-CUFF10). 2) Estabilizadores escapulares (HE-YTWL, HE-WTOI). 3) Extensores muñeca (RE-003, RE-RWPU). 4) Core (CR-HOLLOW, CR-COPEN). 5) Cadena posterior (PR-GLUTE). 6) Movilidad hombro-cadera (MO-INT-HIP, FL-COUCH).",1 circuito por sesión,Ver ejercicios individuales,20-30 min por circuito,No especificado en la fuente,60s entre ejercicios; 3 min entre bloques,Baja/Media,3 veces/semana,Añadir carga a los ejercicios base; aumentar duración total,Reducir a 2 circuitos y rotar cada 2 semanas,Ejecutar los ejercicios sin foco de calidad; saltar el calentamiento previo,Requiere validación profesional en lesión activa,Dolor en cualquier articulación durante el circuito,Bajo,"prevención, prehab, protocolo integral, IPP, circuito",Science and Clinical Library (CAMP4),,,activo,Sí,Recomendada en historial de lesión,Protocolo agregado que junta ejercicios individuales existentes. Ideal como sesión de prehab estructurada.
FL-006,Estiramiento hombro / espalda superior (cross-body),Ejercicio,Flexibilidad,Hombro / escápula,Estirar hombro posterior y espalda alta,General,General,Sin equipo,"De pie o sentado. Cruzar un brazo por delante del pecho hacia el hombro opuesto. Con la mano contraria, sujetar el codo cruzado y traccionarlo suavemente hacia el hombro opuesto. Mover el codo lentamente arriba y abajo para ajustar la zona del estiramiento.",No especificado en la fuente,No especificado en la fuente,15-30 s por lado,No especificado en la fuente,Sin descanso obligatorio,Baja,Antes y después del entrenamiento según Hörst,Aumentar suavemente el tiempo o la tracción del codo,Reducir tracción; menor rango,Tirar agresivamente del codo; encoger hombro hacia oreja,Evitar en dolor de hombro activo; no forzar,"Dolor agudo en hombro, hormigueo hacia el brazo",Bajo,"flexibilidad, hombro, escápula, espalda alta, warm-up, cool-down",Hörst (How to Climb 5.12 / Cómo entrenar y escalar mejor),,,activo,Sí,Recomendada en dolor de hombro activo,Uno de los seis 'key stretches' de Hörst para escaladores. Complementa HE-CUBAN y HE-WTOI en el eje de hombro.
